twitts,sentiment
savannahonfire we were together for like 7 months it hurts pretty bad especially when you feel like it hurts you way more than them,0
good morning everyone still wet here in orlando,0
good morning i wish the weather was as good as in germany today,0
cannot you see i am trying i do not even like it,0
my smile has been turned upside down,0
aint swaggin tonight,0
soo many filipinos and so much food excited for real,1
boog_popularent aww boog you aint been on in a minhey to ya but that is whats up enjoy yall selves especially your lil cousin,1
having dinner with the family,1
verityrobinson ohh no verity i am coming on chat right now,0
watching the mcfly motion in the ocean dvd you gotta fight for your right to party my fave peformance is the next one after that x,1
xlucyloox i dunno whats wrong with him he just isnt himself and he keeps eating grass and doesnt want to do anything but sleep,0
needs to stop panicin good night twitter,0
still feeling ill plus my back is seriously aching,0
not ready for a very long night at work,0
sicklipstick i am dum and cannot find the new vesper link,0
annalie_tigani oh thats nice well just been preparin 4 my cousins bday party 2moz theres gona be a jumpin castle his turnin so cute,1
back 4m holiday blackberry still does not work not happy,0
is sleepy and does not wanna go to work i miss my daddy,0
_nicolereyes you okay anything i can do,0
bought some glowsticks 50 i will bring 20 to the next party and whatever if it kandi i will likwid plur,1
jasonphilo and yes nuevasync then adds the photos to my google contacts it is all very cool and very seemless,1
nuff55 oh haha love you too,1
littlemissemma i walked into that did not i,0
jontypryor she told me to tell you that she is inviting you not me,1
a very nice wash room in qvb never get bored to use it,1
just got home from a family friends dads funeral massrip mrgarciagosh i hate that feeling seeing people cry is contagious,0
angelastra turns out i fail at life and now i dna wot to do wiv all da cheese,0
on my way to xxnataliaxxs graduation,1
okay i am shutting up getting some shut eye for tmrw,1
is eating cereal and contemplating on the stark realisation that my life is boring ha ha xd,1
twilightscoops you are not weird i just started eclipse again it is amazing how much you forget,1
desi_rubio i miss you negra we did not spend enough time together,0
natemhanson happy birthday,1
watching night at the museum 2 with my cousin,1
i got 100 followers unfortunately only a dozen is real still id love to thank all the bots that follow me,1
tbh im not impressed wiv the bgt result in my eyes lil shaheen is stil the best lol aiden legends,1
bus supposed to come every 7mins now been waiting nearly 20 grr and i was running late already,0
missed a day of volleyball camp,0
dr_dinasadik interesting i will add that to my blog faves as well thanks,1
boreed tireed x,0
brandi88 i am coloring in a coloring book it is the hulk and he is green so fun but my green crayon is broken,0
getting sick thanks tally ahah jk stupid allergies,0
amshowen well it is a b in here now,1
hates school and wants to go home,0
israelhilton awe i feel the same at the moment baby girl xoxo,0
tracyedukes love you posts,1
dirty dancing lynch edition,1
kels450 it was horrible i do hope these odd dreams are going to stop very soon,0
iheartrocknroll aww so sad,0
my mother looks like this when she sings o,1
treint yep but i have been to spore for many times already so not many places are left for me kinda bored these days,0
am i the only one not happy about the suspension of classes i really wanted to get back to school,0
unahealy lucky i have to wait until my grandparents get here to eat we are having a bbq,1
is trying to find a way to convince my parents into letting me go to cali for a week,0
typical i have to drink more before the club opens i will be asleep soon,0
need followers or else twitter is boring lol follow me plzz,0
slept really well last night but woke up with a tummy ache at least a week from now i will be waking up next to jesuspoet,1
ugh my back really hurts musta slept wrong hate that,0
up i just did the groceries now going to the museum for international museum day haha,1
abacab1975 the whole 30 minutes of him hehe,1
danaloulou aww ok believe what you want dana ps fun fact i was obsessed with jesse in dreamstreet days like no joke obsessed,1
bamncan boo at your giant bar lol can we get something better then that please,1
lavondacamelia whats up with the there,0
my feet are still sore panto auditions tonight xx,0
nathanfillion weathers glories clearly blues skies and warmest day of the year so far,1
do not have to do anything for three months thank god,1
late night is all reruns,0
what a weekend so busy 19 days,1
edduran i am not receiving your tweets i just saw them on the internet,0
hi everyonemy twitter update not working on my phonewhat the heck,0
hungrykinfolk thats not fair,0
jlamshed it is thanks,1
going to work but would like to cuddle up back in bed,0
in class till 730 pm boo,0
ricky is so gay he is gonna move fuck you asshole,0
tashababyy yeah so imma see you in like 18 hours so jazzed my dad might take us cuz izzys mommeh prolly cannot 3,1
brettkloesel yeah thanks for the rude post did not see it till after i posted that last one nice,0
woke up worse than before thinking about going to walmart for some medicine and pick up lvatt while i am there,0
it is been 3 days since i have heard from my boyfriend i wish paula_deen was my mother i know she would make me some fried comfort food,0
mrskutcher that photo youre using is adorable,1
working on my wishlist it would needed revamped for a few months now,1
internet not up at my new aprtmnt til thursday another twitter hiatus hoe youre all well,0
two marines kill army nurse how appalling and incredibly sad,0
obliquehorizons really that is crap hey i might see you there,1
char koay teow lrg 100 tahunafter workout sinful but yum,1
wants tickets for lady gaga and someone to see miley live with me,0
lol myspace retard identification tip 16 you prefer reverse smileys ceetee i am reverse smiley fan via kpsofts lol,1
i hate sundays bloody bored now secretly dying inside,0
jessflow please support electrik red and sign these thanks,1
is ready for mexican food tonite with paul and jen,1
mktquestions hi hv you tried bookbuzzr at wwfreadocom to market your book at social sites using an excerpt in book form,1
taivins oh no do not leave me well i will see you soon best of luck at chapel hill 3 3 3,0
hanging out with corey and joel,1
anaggh just sent you a sms dint know you were in pune,0
damn my htc magic phone is delayed from vodafone have to wait langer,0
p o o 8 o x d do not play with my emotions haha yeah i am that bored,0
